"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","gndr","yrbrn","agea","atncrse"
"ESS9e03_1",9,"3.1","17.02.2021",621,"DE",0.99946624,0.67466307,3.037345,2.0491843,0.00012220745,332,5849,60,5,180,7,6,2,1,1992,26,1
"ESS9e03_1",9,"3.1","17.02.2021",636,"DE",0.99946624,0.60303205,3.037345,1.8316163,0.00012220745,303,5792,30,1,6666,8,9,5,2,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",641,"DE",0.99946624,0.7808356,3.037345,2.3716671,0.00012220745,336,5856,30,5,150,6,7,7,2,1988,31,2
"ESS9e03_1",9,"3.1","17.02.2021",648,"DE",0.99946624,0.77993757,3.037345,2.3689394,0.00012220745,344,5874,1050,5,270,5,5,5,2,1964,55,2
"ESS9e03_1",9,"3.1","17.02.2021",662,"DE",0.99946624,0.8307618,3.037345,2.52331,0.00012220745,294,5774,30,5,330,2,5,5,2,1965,53,1
"ESS9e03_1",9,"3.1","17.02.2021",704,"DE",0.99946624,0.8702576,3.037345,2.6432724,0.00012220745,316,5816,90,5,360,4,9,7,1,1954,64,2
"ESS9e03_1",9,"3.1","17.02.2021",718,"DE",0.99946624,0.6157202,3.037345,1.8701546,0.00012220745,339,5863,60,2,6666,6,5,6,1,1942,76,2
"ESS9e03_1",9,"3.1","17.02.2021",749,"DE",0.99946624,0.5348688,3.037345,1.624581,0.00012220745,352,5889,120,5,120,3,7,3,1,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",780,"DE",0.99946624,1.1020863,3.037345,3.3474162,0.00012220745,304,5794,120,5,210,7,5,8,1,1978,41,1
"ESS9e03_1",9,"3.1","17.02.2021",803,"DE",0.99946624,1.070353,3.037345,3.2510314,0.00012220745,294,5774,90,1,6666,5,0,3,2,1932,86,2
"ESS9e03_1",9,"3.1","17.02.2021",810,"DE",0.99946624,0.7892537,3.037345,2.3972356,0.00012220745,270,5725,30,5,420,4,5,4,1,1996,22,2
"ESS9e03_1",9,"3.1","17.02.2021",866,"DE",0.99946624,1.4444388,3.037345,4.387259,0.00012220745,355,5896,15,2,6666,5,5,5,1,1970,49,1
"ESS9e03_1",9,"3.1","17.02.2021",943,"DE",0.99946624,0.8410545,3.037345,2.5545726,0.00012220745,302,5790,120,2,6666,7,5,8,2,1952,66,2
"ESS9e03_1",9,"3.1","17.02.2021",954,"DE",0.99946624,1.1025547,3.037345,3.3488388,0.00012220745,325,5835,20,5,510,9,9,6,2,1966,52,1
"ESS9e03_1",9,"3.1","17.02.2021",1081,"DE",0.99946624,1.4915673,3.037345,4.530404,0.00012220745,352,5890,5,5,180,6,6,3,2,1996,22,1
"ESS9e03_1",9,"3.1","17.02.2021",1101,"DE",0.99946624,1.1023202,3.037345,3.3481266,0.00012220745,269,5723,60,2,6666,5,8,8,2,1945,73,2
"ESS9e03_1",9,"3.1","17.02.2021",1222,"DE",0.99946624,0.8540229,3.037345,2.5939622,0.00012220745,281,5747,60,3,6666,5,5,4,2,1949,69,2
"ESS9e03_1",9,"3.1","17.02.2021",1255,"DE",0.99946624,0.6628557,3.037345,2.0133214,0.00012220745,286,5756,60,5,90,8,7,8,2,1969,49,1
"ESS9e03_1",9,"3.1","17.02.2021",1273,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,337,5858,120,5,480,3,7,5,1,1940,78,1
"ESS9e03_1",9,"3.1","17.02.2021",1281,"DE",0.99946624,0.67466307,3.037345,2.0491843,0.00012220745,332,5849,30,5,480,7,5,6,1,1989,30,1
"ESS9e03_1",9,"3.1","17.02.2021",1303,"DE",0.99946624,1.0895553,3.037345,3.309355,0.00012220745,350,5885,60,5,720,6,6,6,1,1995,23,2
"ESS9e03_1",9,"3.1","17.02.2021",1324,"DE",0.99946624,0.97831357,3.037345,2.9714756,0.00012220745,290,5766,30,1,6666,7,8,7,1,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",1360,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,328,5841,30,1,6666,5,5,5,1,1964,55,2
"ESS9e03_1",9,"3.1","17.02.2021",1367,"DE",0.99946624,0.67560714,3.037345,2.0520518,0.00012220745,325,5834,180,4,60,6,8,6,2,1937,81,2
"ESS9e03_1",9,"3.1","17.02.2021",1371,"DE",0.99946624,0.8702576,3.037345,2.6432724,0.00012220745,316,5816,25,1,6666,4,10,2,1,1932,86,2
"ESS9e03_1",9,"3.1","17.02.2021",1378,"DE",0.99946624,0.8702576,3.037345,2.6432724,0.00012220745,296,5787,15,3,6666,4,5,0,1,1944,74,2
"ESS9e03_1",9,"3.1","17.02.2021",1408,"DE",0.99946624,1.1437562,3.037345,3.4739819,0.00012220745,294,5773,60,1,6666,0,4,5,1,1936,82,2
"ESS9e03_1",9,"3.1","17.02.2021",1437,"DE",0.99946624,0.707703,3.037345,2.149538,0.00012220745,281,5747,30,5,450,7,6,5,2,1991,27,2
"ESS9e03_1",9,"3.1","17.02.2021",1441,"DE",0.99946624,1.2710112,3.037345,3.8604994,0.00012220745,355,5895,120,5,60,7,6,7,1,1999,20,2
"ESS9e03_1",9,"3.1","17.02.2021",1467,"DE",0.99946624,0.77601683,3.037345,2.3570306,0.00012220745,325,5835,45,5,180,6,8,6,1,1980,39,1
"ESS9e03_1",9,"3.1","17.02.2021",1486,"DE",0.99946624,1.275009,3.037345,3.872642,0.00012220745,334,5853,15,5,360,4,4,3,2,1997,21,2
"ESS9e03_1",9,"3.1","17.02.2021",1493,"DE",0.99946624,3.7372754,3.037345,11.351394,0.00012220745,294,5774,90,1,6666,2,4,3,1,1948,70,2
"ESS9e03_1",9,"3.1","17.02.2021",1504,"DE",0.99946624,0.48340285,3.037345,1.4682611,0.00012220745,280,5746,45,5,240,8,7,5,1,1961,57,2
"ESS9e03_1",9,"3.1","17.02.2021",1543,"DE",0.99946624,0.9078223,3.037345,2.7573695,0.00012220745,275,5737,45,5,120,9,9,8,1,1968,50,1
"ESS9e03_1",9,"3.1","17.02.2021",1546,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,330,5847,30,5,180,3,3,5,1,1960,58,2
"ESS9e03_1",9,"3.1","17.02.2021",1559,"DE",0.99946624,0.77601683,3.037345,2.3570306,0.00012220745,333,5852,90,5,120,7,8,8,1,1969,49,1
"ESS9e03_1",9,"3.1","17.02.2021",1633,"DE",0.99946624,1.2347225,3.037345,3.750278,0.00012220745,323,5831,60,5,360,5,5,5,1,1978,40,2
"ESS9e03_1",9,"3.1","17.02.2021",1657,"DE",0.99946624,0.82272756,3.037345,2.4989073,0.00012220745,299,5782,30,2,6666,6,10,6,2,1953,65,2
"ESS9e03_1",9,"3.1","17.02.2021",1680,"DE",0.99946624,1.0849521,3.037345,3.2953737,0.00012220745,306,5797,60,5,540,0,3,4,1,1990,29,2
"ESS9e03_1",9,"3.1","17.02.2021",1714,"DE",0.99946624,1.0895553,3.037345,3.309355,0.00012220745,348,5880,60,5,210,6,6,4,1,1998,20,1
"ESS9e03_1",9,"3.1","17.02.2021",1728,"DE",0.99946624,1.0824708,3.037345,3.287837,0.00012220745,348,5881,75,5,150,6,6,2,1,1951,67,1
"ESS9e03_1",9,"3.1","17.02.2021",1756,"DE",0.99946624,0.75969493,3.037345,2.3074555,0.00012220745,296,5787,30,4,20,8,5,7,2,1957,61,1
"ESS9e03_1",9,"3.1","17.02.2021",1805,"DE",0.99946624,1.1023202,3.037345,3.3481266,0.00012220745,354,5893,30,5,30,8,5,7,2,1949,69,2
"ESS9e03_1",9,"3.1","17.02.2021",1833,"DE",0.99946624,1.0619838,3.037345,3.2256112,0.00012220745,336,5856,30,5,170,3,5,7,2,2001,18,2
"ESS9e03_1",9,"3.1","17.02.2021",1836,"DE",0.99946624,0.89927113,3.037345,2.7313964,0.00012220745,298,5780,60,5,240,8,8,6,2,1996,22,2
"ESS9e03_1",9,"3.1","17.02.2021",1929,"DE",0.99946624,1.1190791,3.037345,3.3990293,0.00012220745,277,5741,180,4,330,3,5,7,1,1964,54,2
"ESS9e03_1",9,"3.1","17.02.2021",2012,"DE",0.99946624,0.48340285,3.037345,1.4682611,0.00012220745,290,5764,150,1,6666,8,9,6,1,1928,90,2
"ESS9e03_1",9,"3.1","17.02.2021",2043,"DE",0.99946624,0.9634579,3.037345,2.926354,0.00012220745,303,5792,120,1,6666,6,5,7,1,1931,88,2
"ESS9e03_1",9,"3.1","17.02.2021",2046,"DE",0.99946624,1.0778979,3.037345,3.2739477,0.00012220745,306,5799,50,2,6666,4,0,0,1,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",2097,"DE",0.99946624,0.97831357,3.037345,2.9714756,0.00012220745,286,5757,120,1,6666,4,10,8,1,1962,56,2
"ESS9e03_1",9,"3.1","17.02.2021",2105,"DE",0.99946624,0.5898915,3.037345,1.7917039,0.00012220745,299,5782,60,2,6666,6,6,7,2,1953,65,1
"ESS9e03_1",9,"3.1","17.02.2021",2129,"DE",0.99946624,1.275009,3.037345,3.872642,0.00012220745,326,5836,60,5,540,8,6,3,2,1996,22,1
"ESS9e03_1",9,"3.1","17.02.2021",2154,"DE",0.99946624,0.68913734,3.037345,2.0931478,0.00012220745,346,5876,30,5,90,5,5,5,2,1962,57,1
"ESS9e03_1",9,"3.1","17.02.2021",2204,"DE",0.99946624,1.0864748,3.037345,3.2999985,0.00012220745,318,5820,30,5,540,5,5,6,1,1998,21,1
"ESS9e03_1",9,"3.1","17.02.2021",2261,"DE",0.99946624,0.60303205,3.037345,1.8316163,0.00012220745,303,5792,30,5,60,5,7,7,2,1955,64,2
"ESS9e03_1",9,"3.1","17.02.2021",2323,"DE",0.99946624,1.2542534,3.037345,3.8096,0.00012220745,342,5870,0,5,300,0,2,3,1,1995,23,2
"ESS9e03_1",9,"3.1","17.02.2021",2328,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,322,5829,180,5,30,10,10,8,1,1936,82,1
"ESS9e03_1",9,"3.1","17.02.2021",2339,"DE",0.99946624,0.7033356,3.037345,2.1362727,0.00012220745,286,5756,150,5,45,9,8,7,1,1974,44,1
"ESS9e03_1",9,"3.1","17.02.2021",2390,"DE",0.99946624,1.275009,3.037345,3.872642,0.00012220745,318,5820,0,5,60,6,5,7,2,1998,20,1
"ESS9e03_1",9,"3.1","17.02.2021",2402,"DE",0.99946624,0.5333567,3.037345,1.6199883,0.00012220745,318,5822,60,5,30,6,6,7,1,1951,67,2
"ESS9e03_1",9,"3.1","17.02.2021",2434,"DE",0.99946624,0.97831357,3.037345,2.9714756,0.00012220745,286,5757,120,5,120,10,10,10,1,1952,66,2
"ESS9e03_1",9,"3.1","17.02.2021",2461,"DE",0.99946624,0.87595314,3.037345,2.6605718,0.00012220745,315,5814,15,3,6666,5,5,8,1,1985,34,1
"ESS9e03_1",9,"3.1","17.02.2021",2567,"DE",0.99946624,0.9626714,3.037345,2.923965,0.00012220745,300,5784,30,3,6666,10,8,8,2,1968,50,2
"ESS9e03_1",9,"3.1","17.02.2021",2573,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,336,5856,120,1,6666,8,5,6,1,1936,82,2
"ESS9e03_1",9,"3.1","17.02.2021",2602,"DE",0.99946624,0.7334275,3.037345,2.2276723,0.00012220745,350,5884,60,5,30,6,5,5,2,1981,38,1
"ESS9e03_1",9,"3.1","17.02.2021",2604,"DE",0.99946624,0.97831357,3.037345,2.9714756,0.00012220745,277,5741,15,1,6666,6,7,9,1,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",2612,"DE",0.99946624,0.6969567,3.037345,2.1168978,0.00012220745,305,5795,0,5,300,4,7,4,2,1993,26,2
"ESS9e03_1",9,"3.1","17.02.2021",2613,"DE",0.99946624,0.9078223,3.037345,2.7573695,0.00012220745,276,5739,60,5,105,5,4,7,1,1975,44,2
"ESS9e03_1",9,"3.1","17.02.2021",2626,"DE",0.99946624,1.0683845,3.037345,3.2450523,0.00012220745,311,5807,10,5,60,5,2,2,2,1960,58,1
"ESS9e03_1",9,"3.1","17.02.2021",2662,"DE",0.99946624,1.0473378,3.037345,3.181126,0.00012220745,336,5857,15,5,240,7,9,5,1,2002,16,1
"ESS9e03_1",9,"3.1","17.02.2021",2750,"DE",0.99946624,1.0503069,3.037345,3.1901443,0.00012220745,350,5885,90,5,120,2,3,2,1,2000,18,2
"ESS9e03_1",9,"3.1","17.02.2021",2775,"DE",0.99946624,0.67466056,3.037345,2.0491767,0.00012220745,308,5801,40,5,120,5,6,3,2,1956,62,2
"ESS9e03_1",9,"3.1","17.02.2021",2819,"DE",0.99946624,1.2594502,3.037345,3.8253846,0.00012220745,346,5876,30,5,180,6,5,7,1,1982,36,1
"ESS9e03_1",9,"3.1","17.02.2021",2826,"DE",0.99946624,1.0895553,3.037345,3.309355,0.00012220745,347,5879,20,5,540,4,5,6,1,1997,21,1
"ESS9e03_1",9,"3.1","17.02.2021",2827,"DE",0.99946624,0.97831357,3.037345,2.9714756,0.00012220745,286,5756,90,5,45,8,8,7,1,1939,79,2
"ESS9e03_1",9,"3.1","17.02.2021",2830,"DE",0.99946624,0.75969493,3.037345,2.3074555,0.00012220745,296,5787,60,5,120,4,4,5,2,1954,64,2
"ESS9e03_1",9,"3.1","17.02.2021",2844,"DE",0.99946624,0.6256514,3.037345,1.9003191,0.00012220745,285,5776,5,5,150,3,3,3,1,1964,54,1
"ESS9e03_1",9,"3.1","17.02.2021",2881,"DE",0.99946624,1.0619838,3.037345,3.2256112,0.00012220745,328,5840,20,5,330,3,5,6,2,2002,16,2
"ESS9e03_1",9,"3.1","17.02.2021",3005,"DE",0.99946624,0.6058522,3.037345,1.8401821,0.00012220745,294,5774,60,5,60,8,8,9,1,1961,57,1
"ESS9e03_1",9,"3.1","17.02.2021",3022,"DE",0.99946624,0.9634579,3.037345,2.926354,0.00012220745,302,5790,90,2,6666,5,7,5,1,1940,78,2
"ESS9e03_1",9,"3.1","17.02.2021",3073,"DE",0.99946624,0.84228384,3.037345,2.5583065,0.00012220745,298,5781,30,5,210,9,9,6,2,1982,36,1
"ESS9e03_1",9,"3.1","17.02.2021",3082,"DE",0.99946624,1.2524174,3.037345,3.8040237,0.00012220745,294,5774,45,5,60,4,6,4,2,1975,43,2
"ESS9e03_1",9,"3.1","17.02.2021",3093,"DE",0.99946624,1.1025547,3.037345,3.3488388,0.00012220745,331,5846,90,5,60,6,2,4,2,1966,52,2
"ESS9e03_1",9,"3.1","17.02.2021",3128,"DE",0.99946624,1.029105,3.037345,3.1257467,0.00012220745,335,5843,30,5,90,8,7,5,1,1960,58,1
"ESS9e03_1",9,"3.1","17.02.2021",3204,"DE",0.99946624,0.93483067,3.037345,2.8394032,0.00012220745,302,5790,5,5,60,3,6,2,1,2003,15,2
"ESS9e03_1",9,"3.1","17.02.2021",3250,"DE",0.99946624,0.9954758,3.037345,3.0236034,0.00012220745,315,5814,15,5,105,7,3,4,1,1965,54,2
"ESS9e03_1",9,"3.1","17.02.2021",3300,"DE",0.99946624,0.79035807,3.037345,2.40059,0.00012220745,271,5727,90,5,20,7,8,7,2,1953,65,2
"ESS9e03_1",9,"3.1","17.02.2021",3354,"DE",0.99946624,0.61425513,3.037345,1.8657047,0.00012220745,295,5777,45,4,30,8,8,8,1,1955,63,2
"ESS9e03_1",9,"3.1","17.02.2021",3361,"DE",0.99946624,0.8889173,3.037345,2.6999485,0.00012220745,279,5732,60,5,480,5,9,5,2,1974,44,1
"ESS9e03_1",9,"3.1","17.02.2021",3396,"DE",0.99946624,0.5333567,3.037345,1.6199883,0.00012220745,330,5845,30,5,240,6,7,6,1,1956,62,2
"ESS9e03_1",9,"3.1","17.02.2021",3410,"DE",0.99946624,0.6123301,3.037345,1.8598577,0.00012220745,280,5746,30,5,60,8,6,7,2,1962,56,2
"ESS9e03_1",9,"3.1","17.02.2021",3421,"DE",0.99946624,1.0824708,3.037345,3.287837,0.00012220745,352,5889,15,4,60,0,5,0,1,1951,67,2
"ESS9e03_1",9,"3.1","17.02.2021",3430,"DE",0.99946624,1.4915673,3.037345,4.530404,0.00012220745,271,5727,20,5,240,6,4,4,2,1999,19,2
"ESS9e03_1",9,"3.1","17.02.2021",3436,"DE",0.99946624,0.77601683,3.037345,2.3570306,0.00012220745,333,5851,60,2,6666,4,3,5,1,1966,52,2
"ESS9e03_1",9,"3.1","17.02.2021",3455,"DE",0.99946624,1.2697877,3.037345,3.8567832,0.00012220745,295,5775,30,5,30,7,6,5,2,1965,53,1
"ESS9e03_1",9,"3.1","17.02.2021",3459,"DE",0.99946624,0.99928993,3.037345,3.0351882,0.00012220745,283,5752,15,5,60,5,7,5,2,1973,45,1
"ESS9e03_1",9,"3.1","17.02.2021",3527,"DE",0.99946624,1.113246,3.037345,3.381312,0.00012220745,300,5785,45,5,300,5,5,5,2,1987,31,1
"ESS9e03_1",9,"3.1","17.02.2021",3564,"DE",0.99946624,0.75969493,3.037345,2.3074555,0.00012220745,307,5798,90,1,6666,10,8,8,2,1952,66,2
"ESS9e03_1",9,"3.1","17.02.2021",3576,"DE",0.99946624,0.7033356,3.037345,2.1362727,0.00012220745,291,5768,30,5,120,8,7,5,1,1968,50,2
"ESS9e03_1",9,"3.1","17.02.2021",3597,"DE",0.99946624,1.1555921,3.037345,3.5099318,0.00012220745,291,5768,60,5,720,2,4,5,2,1999,19,1
"ESS9e03_1",9,"3.1","17.02.2021",3635,"DE",0.99946624,1.1025547,3.037345,3.3488388,0.00012220745,320,5825,60,5,60,5,4,7,2,1978,41,2
"ESS9e03_1",9,"3.1","17.02.2021",3663,"DE",0.99946624,0.89585316,3.037345,2.721015,0.00012220745,339,5863,45,5,180,8,7,7,1,1969,50,1
"ESS9e03_1",9,"3.1","17.02.2021",3668,"DE",0.99946624,0.6628557,3.037345,2.0133214,0.00012220745,291,5767,30,5,180,8,9,8,2,1972,47,1
"ESS9e03_1",9,"3.1","17.02.2021",3691,"DE",0.99946624,1.1190791,3.037345,3.3990293,0.00012220745,277,5741,10,5,660,3,3,3,1,1983,35,2
"ESS9e03_1",9,"3.1","17.02.2021",3711,"DE",0.99946624,1.1023202,3.037345,3.3481266,0.00012220745,269,5724,20,5,420,4,8,5,2,1962,56,1
"ESS9e03_1",9,"3.1","17.02.2021",3759,"DE",0.99946624,0.7915578,3.037345,2.404234,0.00012220745,346,5876,60,5,60,3,7,5,1,1983,36,1
"ESS9e03_1",9,"3.1","17.02.2021",3826,"DE",0.99946624,0.96251893,3.037345,2.923502,0.00012220745,293,5771,15,5,150,2,8,5,2,2002,16,1
"ESS9e03_1",9,"3.1","17.02.2021",3835,"DE",0.99946624,0.8889173,3.037345,2.6999485,0.00012220745,315,5814,60,5,90,7,7,5,2,1973,46,1
"ESS9e03_1",9,"3.1","17.02.2021",3844,"DE",0.99946624,0.48340285,3.037345,1.4682611,0.00012220745,280,5745,45,5,60,7,8,8,1,1935,83,1
"ESS9e03_1",9,"3.1","17.02.2021",3846,"DE",0.99946624,0.9422759,3.037345,2.862017,0.00012220745,322,5830,120,5,360,5,3,2,2,1954,64,2
"ESS9e03_1",9,"3.1","17.02.2021",3879,"DE",0.99946624,1.1023202,3.037345,3.3481266,0.00012220745,354,5893,30,3,6666,8,10,5,2,1955,63,1
"ESS9e03_1",9,"3.1","17.02.2021",3970,"DE",0.99946624,1.2061957,3.037345,3.6636324,0.00012220745,295,5775,60,5,900,6,3,5,1,1999,19,2
"ESS9e03_1",9,"3.1","17.02.2021",4000,"DE",0.99946624,0.8702576,3.037345,2.6432724,0.00012220745,307,5798,60,2,6666,5,8,7,1,1958,60,2
"ESS9e03_1",9,"3.1","17.02.2021",4015,"DE",0.99946624,0.8410545,3.037345,2.5545726,0.00012220745,302,5790,60,4,30,8,8,8,2,1955,63,2
"ESS9e03_1",9,"3.1","17.02.2021",4074,"DE",0.99946624,0.94924486,3.037345,2.883184,0.00012220745,280,5746,30,5,90,7,8,6,1,2003,15,2
"ESS9e03_1",9,"3.1","17.02.2021",4177,"DE",0.99946624,0.8540229,3.037345,2.5939622,0.00012220745,289,5762,90,5,480,0,5,1,2,1961,58,2
"ESS9e03_1",9,"3.1","17.02.2021",4179,"DE",0.99946624,0.5333567,3.037345,1.6199883,0.00012220745,339,5862,15,1,6666,10,0,0,1,1950,68,2
"ESS9e03_1",9,"3.1","17.02.2021",4185,"DE",0.99946624,1.4025502,3.037345,4.260029,0.00012220745,294,5774,120,5,60,7,7,9,1,1968,51,2
"ESS9e03_1",9,"3.1","17.02.2021",4202,"DE",0.99946624,0.5898915,3.037345,1.7917039,0.00012220745,299,5783,120,5,60,6,8,7,2,1956,62,2
"ESS9e03_1",9,"3.1","17.02.2021",4203,"DE",0.99946624,0.5333567,3.037345,1.6199883,0.00012220745,337,5858,30,5,60,8,9,6,1,1958,61,1
"ESS9e03_1",9,"3.1","17.02.2021",4207,"DE",0.99946624,0.6926556,3.037345,2.103834,0.00012220745,303,5792,20,5,120,7,7,7,1,1969,49,2
"ESS9e03_1",9,"3.1","17.02.2021",4506,"DE",0.99946624,1.1555921,3.037345,3.5099318,0.00012220745,278,5742,90,5,360,5,6,5,2,1986,32,2
"ESS9e03_1",9,"3.1","17.02.2021",4524,"DE",0.99946624,0.6628557,3.037345,2.0133214,0.00012220745,291,5768,120,5,180,5,7,7,2,1968,50,2
"ESS9e03_1",9,"3.1","17.02.2021",4549,"DE",0.99946624,1.2423602,3.037345,3.7734766,0.00012220745,354,5893,10,5,300,3,3,4,2,2002,16,2
"ESS9e03_1",9,"3.1","17.02.2021",4559,"DE",0.99946624,0.75969493,3.037345,2.3074555,0.00012220745,285,5765,210,3,6666,4,5,7,2,1944,75,2
"ESS9e03_1",9,"3.1","17.02.2021",4568,"DE",0.99946624,1.1023202,3.037345,3.3481266,0.00012220745,275,5737,60,5,120,7,6,4,2,1963,56,1
"ESS9e03_1",9,"3.1","17.02.2021",4591,"DE",0.99946624,0.62394667,3.037345,1.8951412,0.00012220745,355,5895,120,5,60,10,5,5,1,1935,83,2
"ESS9e03_1",9,"3.1","17.02.2021",4662,"DE",0.99946624,0.9634579,3.037345,2.926354,0.00012220745,301,5786,150,5,69,6,7,6,1,1953,65,2
"ESS9e03_1",9,"3.1","17.02.2021",4677,"DE",0.99946624,0.67466307,3.037345,2.0491843,0.00012220745,325,5835,60,5,180,6,5,4,1,1987,31,1
"ESS9e03_1",9,"3.1","17.02.2021",4679,"DE",0.99946624,0.43001035,3.037345,1.3060898,0.00012220745,296,5754,150,5,30,5,6,7,1,1939,79,2
"ESS9e03_1",9,"3.1","17.02.2021",4685,"DE",0.99946624,0.90141594,3.037345,2.737911,0.00012220745,344,5874,90,5,180,4,4,3,2,1991,27,1
"ESS9e03_1",9,"3.1","17.02.2021",4705,"DE",0.99946624,0.77601683,3.037345,2.3570306,0.00012220745,325,5835,45,5,90,7,9,7,1,1971,47,2
"ESS9e03_1",9,"3.1","17.02.2021",4736,"DE",0.99946624,0.7808356,3.037345,2.3716671,0.00012220745,331,5848,60,5,240,4,3,3,2,1986,32,2
"ESS9e03_1",9,"3.1","17.02.2021",4772,"DE",0.99946624,0.75969493,3.037345,2.3074555,0.00012220745,285,5776,30,4,60,5,7,2,2,1960,58,2
